image_id,rel_path,category,category_name,resolution,distortion,distortion_name
1080_M/AD/img_143.png,1080_M/AD/img_143.png,1,AD,1080,2,M
1080_M/AD/img_95.png,1080_M/AD/img_95.png,1,AD,1080,2,M
1080_M/AD/img_52.png,1080_M/AD/img_52.png,1,AD,1080,2,M
1080_M/AD/img_21.png,1080_M/AD/img_21.png,1,AD,1080,2,M
1080_M/AD/img_74.png,1080_M/AD/img_74.png,1,AD,1080,2,M
1080_M/AD/img_50.png,1080_M/AD/img_50.png,1,AD,1080,2,M
1080_M/AD/img_32.png,1080_M/AD/img_32.png,1,AD,1080,2,M
1080_M/AD/img_131.png,1080_M/AD/img_131.png,1,AD,1080,2,M
1080_M/AD/img_68.png,1080_M/AD/img_68.png,1,AD,1080,2,M
1080_M/AD/img_102.png,1080_M/AD/img_102.png,1,AD,1080,2,M
1080_M/AD/img_114.png,1080_M/AD/img_114.png,1,AD,1080,2,M
1080_M/AD/img_121.png,1080_M/AD/img_121.png,1,AD,1080,2,M
1080_M/AD/img_26.png,1080_M/AD/img_26.png,1,AD,1080,2,M
1080_M/AD/img_145.png,1080_M/AD/img_145.png,1,AD,1080,2,M
1080_M/AD/img_100.png,1080_M/AD/img_100.png,1,AD,1080,2,M
1080_M/AD/img_146.png,1080_M/AD/img_146.png,1,AD,1080,2,M
1080_M/AD/img_111.png,1080_M/AD/img_111.png,1,AD,1080,2,M
1080_M/AD/img_89.png,1080_M/AD/img_89.png,1,AD,1080,2,M
1080_M/AD/img_136.png,1080_M/AD/img_136.png,1,AD,1080,2,M
1080_M/AD/img_99.png,1080_M/AD/img_99.png,1,AD,1080,2,M
1080_M/AD/img_30.png,1080_M/AD/img_30.png,1,AD,1080,2,M
1080_M/AD/img_38.png,1080_M/AD/img_38.png,1,AD,1080,2,M
1080_M/AD/img_86.png,1080_M/AD/img_86.png,1,AD,1080,2,M
1080_M/AD/img_34.png,1080_M/AD/img_34.png,1,AD,1080,2,M
1080_M/AD/img_127.png,1080_M/AD/img_127.png,1,AD,1080,2,M
1080_M/AD/img_56.png,1080_M/AD/img_56.png,1,AD,1080,2,M
1080_M/AD/img_118.png,1080_M/AD/img_118.png,1,AD,1080,2,M
1080_M/AD/img_107.png,1080_M/AD/img_107.png,1,AD,1080,2,M
1080_M/AD/img_13.png,1080_M/AD/img_13.png,1,AD,1080,2,M
1080_M/AD/img_93.png,1080_M/AD/img_93.png,1,AD,1080,2,M
1080_M/AD/img_64.png,1080_M/AD/img_64.png,1,AD,1080,2,M
1080_M/AD/img_141.png,1080_M/AD/img_141.png,1,AD,1080,2,M
1080_M/AD/img_76.png,1080_M/AD/img_76.png,1,AD,1080,2,M
1080_S/AD/img_7.png,1080_S/AD/img_7.png,1,AD,1080,3,S
1080_S/AD/img_3.png,1080_S/AD/img_3.png,1,AD,1080,3,S
1080_S/AD/img_147.png,1080_S/AD/img_147.png,1,AD,1080,3,S
1080_S/AD/img_88.png,1080_S/AD/img_88.png,1,AD,1080,3,S
1080_S/AD/img_131.png,1080_S/AD/img_131.png,1,AD,1080,3,S
1080_S/AD/img_28.png,1080_S/AD/img_28.png,1,AD,1080,3,S
1080_S/AD/img_132.png,1080_S/AD/img_132.png,1,AD,1080,3,S
1080_S/AD/img_74.png,1080_S/AD/img_74.png,1,AD,1080,3,S
1080_S/AD/img_128.png,1080_S/AD/img_128.png,1,AD,1080,3,S
1080_S/AD/img_115.png,1080_S/AD/img_115.png,1,AD,1080,3,S
1080_S/AD/img_116.png,1080_S/AD/img_116.png,1,AD,1080,3,S
1080_S/AD/img_135.png,1080_S/AD/img_135.png,1,AD,1080,3,S
1080_S/AD/img_12.png,1080_S/AD/img_12.png,1,AD,1080,3,S
1080_S/AD/img_21.png,1080_S/AD/img_21.png,1,AD,1080,3,S
1080_S/AD/img_97.png,1080_S/AD/img_97.png,1,AD,1080,3,S
1080_S/AD/img_110.png,1080_S/AD/img_110.png,1,AD,1080,3,S
1080_S/AD/img_103.png,1080_S/AD/img_103.png,1,AD,1080,3,S
1080_S/AD/img_60.png,1080_S/AD/img_60.png,1,AD,1080,3,S
1080_S/AD/img_69.png,1080_S/AD/img_69.png,1,AD,1080,3,S
1080_S/AD/img_81.png,1080_S/AD/img_81.png,1,AD,1080,3,S
1080_S/AD/img_120.png,1080_S/AD/img_120.png,1,AD,1080,3,S
1080_S/AD/img_117.png,1080_S/AD/img_117.png,1,AD,1080,3,S
1080_S/AD/img_10.png,1080_S/AD/img_10.png,1,AD,1080,3,S
1080_S/AD/img_55.png,1080_S/AD/img_55.png,1,AD,1080,3,S
1080_S/AD/img_20.png,1080_S/AD/img_20.png,1,AD,1080,3,S
1080_S/AD/img_149.png,1080_S/AD/img_149.png,1,AD,1080,3,S
1080_S/AD/img_79.png,1080_S/AD/img_79.png,1,AD,1080,3,S
1080_S/AD/img_78.png,1080_S/AD/img_78.png,1,AD,1080,3,S
1080_S/AD/img_61.png,1080_S/AD/img_61.png,1,AD,1080,3,S
1080_S/AD/img_94.png,1080_S/AD/img_94.png,1,AD,1080,3,S
1080_S/AD/img_98.png,1080_S/AD/img_98.png,1,AD,1080,3,S
1080_S/AD/img_114.png,1080_S/AD/img_114.png,1,AD,1080,3,S
1080_S/AD/img_109.png,1080_S/AD/img_109.png,1,AD,1080,3,S
1080_S/AD/img_146.png,1080_S/AD/img_146.png,1,AD,1080,3,S
1080_S/AD/img_30.png,1080_S/AD/img_30.png,1,AD,1080,3,S
1080_S/AD/img_35.png,1080_S/AD/img_35.png,1,AD,1080,3,S
1080_S/AD/img_13.png,1080_S/AD/img_13.png,1,AD,1080,3,S
1080_S/AD/img_133.png,1080_S/AD/img_133.png,1,AD,1080,3,S
1080_S/AD/img_16.png,1080_S/AD/img_16.png,1,AD,1080,3,S
1080_S/AD/img_44.png,1080_S/AD/img_44.png,1,AD,1080,3,S
1080_S/AD/img_139.png,1080_S/AD/img_139.png,1,AD,1080,3,S
1080_S/AD/img_62.png,1080_S/AD/img_62.png,1,AD,1080,3,S
1080_S/AD/img_53.png,1080_S/AD/img_53.png,1,AD,1080,3,S
1080_S/AD/img_142.png,1080_S/AD/img_142.png,1,AD,1080,3,S
1080_S/AD/img_82.png,1080_S/AD/img_82.png,1,AD,1080,3,S
1080_S/AD/img_143.png,1080_S/AD/img_143.png,1,AD,1080,3,S
1080_S/AD/img_9.png,1080_S/AD/img_9.png,1,AD,1080,3,S
1080_S/AD/img_90.png,1080_S/AD/img_90.png,1,AD,1080,3,S
1080_S/AD/img_101.png,1080_S/AD/img_101.png,1,AD,1080,3,S
1080_S/AD/img_140.png,1080_S/AD/img_140.png,1,AD,1080,3,S
1080_S/AD/img_36.png,1080_S/AD/img_36.png,1,AD,1080,3,S
1080_S/AD/img_17.png,1080_S/AD/img_17.png,1,AD,1080,3,S
1080_S/AD/img_59.png,1080_S/AD/img_59.png,1,AD,1080,3,S
1080_S/AD/img_119.png,1080_S/AD/img_119.png,1,AD,1080,3,S
1080_S/AD/img_68.png,1080_S/AD/img_68.png,1,AD,1080,3,S
1080_S/AD/img_85.png,1080_S/AD/img_85.png,1,AD,1080,3,S
1080_S/AD/img_45.png,1080_S/AD/img_45.png,1,AD,1080,3,S
1080_S/AD/img_104.png,1080_S/AD/img_104.png,1,AD,1080,3,S
1080_S/AD/img_11.png,1080_S/AD/img_11.png,1,AD,1080,3,S
1080_S/AD/img_122.png,1080_S/AD/img_122.png,1,AD,1080,3,S
1080_S/AD/img_56.png,1080_S/AD/img_56.png,1,AD,1080,3,S
1080_S/AD/img_57.png,1080_S/AD/img_57.png,1,AD,1080,3,S
1080_S/AD/img_92.png,1080_S/AD/img_92.png,1,AD,1080,3,S
1080_S/AD/img_54.png,1080_S/AD/img_54.png,1,AD,1080,3,S
1080_S/AD/img_64.png,1080_S/AD/img_64.png,1,AD,1080,3,S
1080_S/AD/img_66.png,1080_S/AD/img_66.png,1,AD,1080,3,S
1080_S/AD/img_71.png,1080_S/AD/img_71.png,1,AD,1080,3,S
1080_S/AD/img_72.png,1080_S/AD/img_72.png,1,AD,1080,3,S
1080_S/AD/img_130.png,1080_S/AD/img_130.png,1,AD,1080,3,S
1080_S/AD/img_126.png,1080_S/AD/img_126.png,1,AD,1080,3,S
1080_S/AD/img_22.png,1080_S/AD/img_22.png,1,AD,1080,3,S
1080_S/AD/img_6.png,1080_S/AD/img_6.png,1,AD,1080,3,S
1080_S/AD/img_137.png,1080_S/AD/img_137.png,1,AD,1080,3,S
1080_S/AD/img_84.png,1080_S/AD/img_84.png,1,AD,1080,3,S
1080_S/AD/img_41.png,1080_S/AD/img_41.png,1,AD,1080,3,S
1080_S/AD/img_37.png,1080_S/AD/img_37.png,1,AD,1080,3,S
1080_S/AD/img_105.png,1080_S/AD/img_105.png,1,AD,1080,3,S
1080_S/AD/img_107.png,1080_S/AD/img_107.png,1,AD,1080,3,S
1080_S/AD/img_87.png,1080_S/AD/img_87.png,1,AD,1080,3,S
1080_M/AIGC/img_57.png,1080_M/AIGC/img_57.png,2,AIGC,1080,2,M
1080_M/AIGC/img_91.png,1080_M/AIGC/img_91.png,2,AIGC,1080,2,M
1080_M/AIGC/img_26.png,1080_M/AIGC/img_26.png,2,AIGC,1080,2,M
1080_M/AIGC/img_44.png,1080_M/AIGC/img_44.png,2,AIGC,1080,2,M
1080_M/AIGC/img_80.png,1080_M/AIGC/img_80.png,2,AIGC,1080,2,M
1080_M/AIGC/img_9.png,1080_M/AIGC/img_9.png,2,AIGC,1080,2,M
1080_M/AIGC/img_5.png,1080_M/AIGC/img_5.png,2,AIGC,1080,2,M
1080_M/AIGC/img_20.png,1080_M/AIGC/img_20.png,2,AIGC,1080,2,M
1080_M/AIGC/img_41.png,1080_M/AIGC/img_41.png,2,AIGC,1080,2,M
1080_M/AIGC/img_85.png,1080_M/AIGC/img_85.png,2,AIGC,1080,2,M
1080_M/AIGC/img_33.png,1080_M/AIGC/img_33.png,2,AIGC,1080,2,M
1080_M/AIGC/img_10.png,1080_M/AIGC/img_10.png,2,AIGC,1080,2,M
1080_M/AIGC/img_81.png,1080_M/AIGC/img_81.png,2,AIGC,1080,2,M
1080_M/AIGC/img_52.png,1080_M/AIGC/img_52.png,2,AIGC,1080,2,M
1080_M/AIGC/img_75.png,1080_M/AIGC/img_75.png,2,AIGC,1080,2,M
1080_M/AIGC/img_12.png,1080_M/AIGC/img_12.png,2,AIGC,1080,2,M
1080_M/AIGC/img_29.png,1080_M/AIGC/img_29.png,2,AIGC,1080,2,M
1080_M/AIGC/img_7.png,1080_M/AIGC/img_7.png,2,AIGC,1080,2,M
1080_M/AIGC/img_53.png,1080_M/AIGC/img_53.png,2,AIGC,1080,2,M
1080_M/AIGC/img_63.png,1080_M/AIGC/img_63.png,2,AIGC,1080,2,M
1080_M/AIGC/img_51.png,1080_M/AIGC/img_51.png,2,AIGC,1080,2,M
1080_M/AIGC/img_55.png,1080_M/AIGC/img_55.png,2,AIGC,1080,2,M
1080_M/AIGC/img_25.png,1080_M/AIGC/img_25.png,2,AIGC,1080,2,M
1080_M/AIGC/img_22.png,1080_M/AIGC/img_22.png,2,AIGC,1080,2,M
1080_M/AIGC/img_82.png,1080_M/AIGC/img_82.png,2,AIGC,1080,2,M
1080_M/AIGC/img_18.png,1080_M/AIGC/img_18.png,2,AIGC,1080,2,M
1080_M/AIGC/img_2.png,1080_M/AIGC/img_2.png,2,AIGC,1080,2,M
1080_M/AIGC/img_78.png,1080_M/AIGC/img_78.png,2,AIGC,1080,2,M
1080_M/AIGC/img_87.png,1080_M/AIGC/img_87.png,2,AIGC,1080,2,M
1080_M/AIGC/img_11.png,1080_M/AIGC/img_11.png,2,AIGC,1080,2,M
1080_M/AIGC/img_35.png,1080_M/AIGC/img_35.png,2,AIGC,1080,2,M
1080_M/AIGC/img_3.png,1080_M/AIGC/img_3.png,2,AIGC,1080,2,M
1080_M/AIGC/img_54.png,1080_M/AIGC/img_54.png,2,AIGC,1080,2,M
1080_M/AIGC/img_71.png,1080_M/AIGC/img_71.png,2,AIGC,1080,2,M
1080_M/AIGC/img_39.png,1080_M/AIGC/img_39.png,2,AIGC,1080,2,M
1080_M/AIGC/img_60.png,1080_M/AIGC/img_60.png,2,AIGC,1080,2,M
1080_M/AIGC/img_40.png,1080_M/AIGC/img_40.png,2,AIGC,1080,2,M
1080_M/AIGC/img_49.png,1080_M/AIGC/img_49.png,2,AIGC,1080,2,M
1080_M/AIGC/img_83.png,1080_M/AIGC/img_83.png,2,AIGC,1080,2,M
1080_M/AIGC/img_64.png,1080_M/AIGC/img_64.png,2,AIGC,1080,2,M
1080_M/AIGC/img_45.png,1080_M/AIGC/img_45.png,2,AIGC,1080,2,M
1080_M/AIGC/img_59.png,1080_M/AIGC/img_59.png,2,AIGC,1080,2,M
1080_M/AIGC/img_1.png,1080_M/AIGC/img_1.png,2,AIGC,1080,2,M
1080_M/AIGC/img_13.png,1080_M/AIGC/img_13.png,2,AIGC,1080,2,M
1080_M/AIGC/img_67.png,1080_M/AIGC/img_67.png,2,AIGC,1080,2,M
1080_M/AIGC/img_36.png,1080_M/AIGC/img_36.png,2,AIGC,1080,2,M
1080_M/AIGC/img_92.png,1080_M/AIGC/img_92.png,2,AIGC,1080,2,M
1080_M/AIGC/img_47.png,1080_M/AIGC/img_47.png,2,AIGC,1080,2,M
1080_M/AIGC/img_6.png,1080_M/AIGC/img_6.png,2,AIGC,1080,2,M
1080_S/AIGC/img_98.png,1080_S/AIGC/img_98.png,2,AIGC,1080,3,S
1080_S/AIGC/img_20.png,1080_S/AIGC/img_20.png,2,AIGC,1080,3,S
1080_S/AIGC/img_32.png,1080_S/AIGC/img_32.png,2,AIGC,1080,3,S
1080_S/AIGC/img_36.png,1080_S/AIGC/img_36.png,2,AIGC,1080,3,S
1080_S/AIGC/img_105.png,1080_S/AIGC/img_105.png,2,AIGC,1080,3,S
1080_S/AIGC/img_75.png,1080_S/AIGC/img_75.png,2,AIGC,1080,3,S
1080_S/AIGC/img_71.png,1080_S/AIGC/img_71.png,2,AIGC,1080,3,S
1080_S/AIGC/img_76.png,1080_S/AIGC/img_76.png,2,AIGC,1080,3,S
1080_S/AIGC/img_70.png,1080_S/AIGC/img_70.png,2,AIGC,1080,3,S
1080_S/AIGC/img_86.png,1080_S/AIGC/img_86.png,2,AIGC,1080,3,S
1080_S/AIGC/img_25.png,1080_S/AIGC/img_25.png,2,AIGC,1080,3,S
1080_S/AIGC/img_87.png,1080_S/AIGC/img_87.png,2,AIGC,1080,3,S
1080_S/AIGC/img_78.png,1080_S/AIGC/img_78.png,2,AIGC,1080,3,S
1080_S/AIGC/img_92.png,1080_S/AIGC/img_92.png,2,AIGC,1080,3,S
1080_S/AIGC/img_34.png,1080_S/AIGC/img_34.png,2,AIGC,1080,3,S
1080_S/AIGC/img_68.png,1080_S/AIGC/img_68.png,2,AIGC,1080,3,S
1080_S/AIGC/img_66.png,1080_S/AIGC/img_66.png,2,AIGC,1080,3,S
1080_S/AIGC/img_39.png,1080_S/AIGC/img_39.png,2,AIGC,1080,3,S
1080_S/AIGC/img_101.png,1080_S/AIGC/img_101.png,2,AIGC,1080,3,S
1080_S/AIGC/img_90.png,1080_S/AIGC/img_90.png,2,AIGC,1080,3,S
1080_S/AIGC/img_43.png,1080_S/AIGC/img_43.png,2,AIGC,1080,3,S
1080_S/AIGC/img_72.png,1080_S/AIGC/img_72.png,2,AIGC,1080,3,S
1080_S/AIGC/img_97.png,1080_S/AIGC/img_97.png,2,AIGC,1080,3,S
1080_S/AIGC/img_30.png,1080_S/AIGC/img_30.png,2,AIGC,1080,3,S
1080_S/AIGC/img_7.png,1080_S/AIGC/img_7.png,2,AIGC,1080,3,S
1080_S/AIGC/img_99.png,1080_S/AIGC/img_99.png,2,AIGC,1080,3,S
1080_S/AIGC/img_53.png,1080_S/AIGC/img_53.png,2,AIGC,1080,3,S
1080_S/AIGC/img_106.png,1080_S/AIGC/img_106.png,2,AIGC,1080,3,S
1080_S/AIGC/img_61.png,1080_S/AIGC/img_61.png,2,AIGC,1080,3,S
1080_S/AIGC/img_60.png,1080_S/AIGC/img_60.png,2,AIGC,1080,3,S
1080_S/AIGC/img_24.png,1080_S/AIGC/img_24.png,2,AIGC,1080,3,S
1080_S/AIGC/img_44.png,1080_S/AIGC/img_44.png,2,AIGC,1080,3,S
1080_S/AIGC/img_51.png,1080_S/AIGC/img_51.png,2,AIGC,1080,3,S
1080_S/AIGC/img_22.png,1080_S/AIGC/img_22.png,2,AIGC,1080,3,S
1080_S/AIGC/img_37.png,1080_S/AIGC/img_37.png,2,AIGC,1080,3,S
1080_S/AIGC/img_54.png,1080_S/AIGC/img_54.png,2,AIGC,1080,3,S
1080_S/AIGC/img_33.png,1080_S/AIGC/img_33.png,2,AIGC,1080,3,S
1080_S/AIGC/img_48.png,1080_S/AIGC/img_48.png,2,AIGC,1080,3,S
1080_S/AIGC/img_6.png,1080_S/AIGC/img_6.png,2,AIGC,1080,3,S
1080_S/AIGC/img_57.png,1080_S/AIGC/img_57.png,2,AIGC,1080,3,S
1080_S/AIGC/img_26.png,1080_S/AIGC/img_26.png,2,AIGC,1080,3,S
1080_S/AIGC/img_11.png,1080_S/AIGC/img_11.png,2,AIGC,1080,3,S
1080_S/AIGC/img_79.png,1080_S/AIGC/img_79.png,2,AIGC,1080,3,S
1080_S/AIGC/img_59.png,1080_S/AIGC/img_59.png,2,AIGC,1080,3,S
1080_S/AIGC/img_100.png,1080_S/AIGC/img_100.png,2,AIGC,1080,3,S
1080_S/AIGC/img_21.png,1080_S/AIGC/img_21.png,2,AIGC,1080,3,S
1080_S/AIGC/img_96.png,1080_S/AIGC/img_96.png,2,AIGC,1080,3,S
1080_S/AIGC/img_4.png,1080_S/AIGC/img_4.png,2,AIGC,1080,3,S
1080_S/AIGC/img_108.png,1080_S/AIGC/img_108.png,2,AIGC,1080,3,S
1080_S/AIGC/img_15.png,1080_S/AIGC/img_15.png,2,AIGC,1080,3,S
1080_S/AIGC/img_13.png,1080_S/AIGC/img_13.png,2,AIGC,1080,3,S
1080_S/AIGC/img_82.png,1080_S/AIGC/img_82.png,2,AIGC,1080,3,S
1080_S/AIGC/img_52.png,1080_S/AIGC/img_52.png,2,AIGC,1080,3,S
1080_S/AIGC/img_9.png,1080_S/AIGC/img_9.png,2,AIGC,1080,3,S
1080_S/AIGC/img_46.png,1080_S/AIGC/img_46.png,2,AIGC,1080,3,S
1080_S/AIGC/img_55.png,1080_S/AIGC/img_55.png,2,AIGC,1080,3,S
1080_S/AIGC/img_45.png,1080_S/AIGC/img_45.png,2,AIGC,1080,3,S
1080_S/AIGC/img_19.png,1080_S/AIGC/img_19.png,2,AIGC,1080,3,S
1080_M/Academic/img_106.png,1080_M/Academic/img_106.png,3,Academic,1080,2,M
1080_M/Academic/img_50.png,1080_M/Academic/img_50.png,3,Academic,1080,2,M
1080_M/Academic/img_181.png,1080_M/Academic/img_181.png,3,Academic,1080,2,M
1080_M/Academic/img_113.png,1080_M/Academic/img_113.png,3,Academic,1080,2,M
1080_M/Academic/img_134.png,1080_M/Academic/img_134.png,3,Academic,1080,2,M
1080_M/Academic/img_84.png,1080_M/Academic/img_84.png,3,Academic,1080,2,M
1080_M/Academic/img_149.png,1080_M/Academic/img_149.png,3,Academic,1080,2,M
1080_M/Academic/img_3.png,1080_M/Academic/img_3.png,3,Academic,1080,2,M
1080_M/Academic/img_79.png,1080_M/Academic/img_79.png,3,Academic,1080,2,M
1080_M/Academic/img_41.png,1080_M/Academic/img_41.png,3,Academic,1080,2,M
1080_M/Academic/img_105.png,1080_M/Academic/img_105.png,3,Academic,1080,2,M
1080_M/Academic/img_100.png,1080_M/Academic/img_100.png,3,Academic,1080,2,M
1080_M/Academic/img_8.png,1080_M/Academic/img_8.png,3,Academic,1080,2,M
1080_M/Academic/img_24.png,1080_M/Academic/img_24.png,3,Academic,1080,2,M
1080_M/Academic/img_141.png,1080_M/Academic/img_141.png,3,Academic,1080,2,M
1080_M/Academic/img_31.png,1080_M/Academic/img_31.png,3,Academic,1080,2,M
1080_M/Academic/img_25.png,1080_M/Academic/img_25.png,3,Academic,1080,2,M
1080_M/Academic/img_142.png,1080_M/Academic/img_142.png,3,Academic,1080,2,M
1080_M/Academic/img_19.png,1080_M/Academic/img_19.png,3,Academic,1080,2,M
1080_M/Academic/img_136.png,1080_M/Academic/img_136.png,3,Academic,1080,2,M
1080_M/Academic/img_95.png,1080_M/Academic/img_95.png,3,Academic,1080,2,M
1080_M/Academic/img_44.png,1080_M/Academic/img_44.png,3,Academic,1080,2,M
1080_M/Academic/img_103.png,1080_M/Academic/img_103.png,3,Academic,1080,2,M
1080_M/Academic/img_48.png,1080_M/Academic/img_48.png,3,Academic,1080,2,M
1080_M/Academic/img_177.png,1080_M/Academic/img_177.png,3,Academic,1080,2,M
1080_M/Academic/img_121.png,1080_M/Academic/img_121.png,3,Academic,1080,2,M
1080_M/Academic/img_74.png,1080_M/Academic/img_74.png,3,Academic,1080,2,M
1080_M/Academic/img_190.png,1080_M/Academic/img_190.png,3,Academic,1080,2,M
1080_M/Academic/img_180.png,1080_M/Academic/img_180.png,3,Academic,1080,2,M
1080_M/Academic/img_11.png,1080_M/Academic/img_11.png,3,Academic,1080,2,M
1080_M/Academic/img_7.png,1080_M/Academic/img_7.png,3,Academic,1080,2,M
1080_M/Academic/img_184.png,1080_M/Academic/img_184.png,3,Academic,1080,2,M
1080_M/Academic/img_156.png,1080_M/Academic/img_156.png,3,Academic,1080,2,M
1080_M/Academic/img_160.png,1080_M/Academic/img_160.png,3,Academic,1080,2,M
1080_M/Academic/img_140.png,1080_M/Academic/img_140.png,3,Academic,1080,2,M
1080_M/Academic/img_87.png,1080_M/Academic/img_87.png,3,Academic,1080,2,M
1080_M/Academic/img_111.png,1080_M/Academic/img_111.png,3,Academic,1080,2,M
1080_M/Academic/img_133.png,1080_M/Academic/img_133.png,3,Academic,1080,2,M
1080_M/Academic/img_67.png,1080_M/Academic/img_67.png,3,Academic,1080,2,M
1080_M/Academic/img_146.png,1080_M/Academic/img_146.png,3,Academic,1080,2,M
1080_M/Academic/img_14.png,1080_M/Academic/img_14.png,3,Academic,1080,2,M
1080_M/Academic/img_90.png,1080_M/Academic/img_90.png,3,Academic,1080,2,M
1080_M/Academic/img_20.png,1080_M/Academic/img_20.png,3,Academic,1080,2,M
1080_M/Academic/img_29.png,1080_M/Academic/img_29.png,3,Academic,1080,2,M
1080_M/Academic/img_166.png,1080_M/Academic/img_166.png,3,Academic,1080,2,M
1080_M/Academic/img_145.png,1080_M/Academic/img_145.png,3,Academic,1080,2,M
1080_M/Academic/img_76.png,1080_M/Academic/img_76.png,3,Academic,1080,2,M
1080_M/Academic/img_10.png,1080_M/Academic/img_10.png,3,Academic,1080,2,M
1080_M/Academic/img_70.png,1080_M/Academic/img_70.png,3,Academic,1080,2,M
1080_M/Academic/img_43.png,1080_M/Academic/img_43.png,3,Academic,1080,2,M
1080_M/Academic/img_158.png,1080_M/Academic/img_158.png,3,Academic,1080,2,M
1080_M/Academic/img_120.png,1080_M/Academic/img_120.png,3,Academic,1080,2,M
1080_M/Academic/img_64.png,1080_M/Academic/img_64.png,3,Academic,1080,2,M
1080_M/Academic/img_86.png,1080_M/Academic/img_86.png,3,Academic,1080,2,M
1080_M/Academic/img_38.png,1080_M/Academic/img_38.png,3,Academic,1080,2,M
1080_M/Academic/img_101.png,1080_M/Academic/img_101.png,3,Academic,1080,2,M
1080_M/Academic/img_178.png,1080_M/Academic/img_178.png,3,Academic,1080,2,M
1080_M/Academic/img_30.png,1080_M/Academic/img_30.png,3,Academic,1080,2,M
1080_M/Academic/img_63.png,1080_M/Academic/img_63.png,3,Academic,1080,2,M
1080_M/Academic/img_51.png,1080_M/Academic/img_51.png,3,Academic,1080,2,M
1080_M/Academic/img_154.png,1080_M/Academic/img_154.png,3,Academic,1080,2,M
1080_M/Academic/img_122.png,1080_M/Academic/img_122.png,3,Academic,1080,2,M
